ID_Pelanggan,Isi_Pesan,Label_Masalah
P-123,"Selamat pagi min, internet ngadadak pareum, lampu router beureum kabeh, euy, nuhun sateuacana",Internet Mati (LOS)
P-386,"kak wifi mati nih, keknya blm bayar tagihan bulanan, kl mau bayar dmn ya?",Belum Bayar Tagihan
P-831,"Wilujeng sonten, kacepetan wifi turun drastis ti kamari sonten, euy, tolong dicek ya",Wifi Lemot
P-786, euy. min kenapa ya wifi saya lemot banget dari semalem?,Wifi Lemot
P-071,"Router nya d kamar anak saya,ke kamar saya gak nyampe cmn ke halang satu dinding",Wifi Lemot
P-412,"Kumaha carana nya, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, weh, hatur nuhun",Belum Bayar Tagihan
P-003,Mun ges root we,Internet Mati (LOS)
P-012,Cara ganti sandi wifi 🙏🙏🙏,Ganti Password
P-397,"Mangga, punten upami tos dibayar ayeuna, iraha deui hurungna, yeuh, mohon bantuannya",Belum Bayar Tagihan
P-047,Asamaualiku bang wf jaringan nya jelek kenapa ya?,Gangguan Pusat
P-429,"Kumaha carana nya, punten upami tos dibayar ayeuna, iraha deui hurungna, yeuh, mohon bantuannya",Belum Bayar Tagihan
P-438,"Halo min, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, makasih sebelumnya",Belum Bayar Tagihan
P-630,"Punten min, estimasi gangguan pusat berapa lama ya? min,",Gangguan Pusat
P-012,assalamualaikum cara ganti password wifi,Ganti Password
P-340,"Punten, punten bade robih password wifi, tiasa dibantos teu, euy, punten pisan",Ganti Password
P-747,"Halo min, internet lemot teuing, main game jadi lag terus, euy, tolong secepatnya ya",Wifi Lemot
P-435,"Nuhun sateuacana, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, nuhun sateuacana",Belum Bayar Tagihan
P-083,"Selamat pagi min, lampu LOS di modem hurung beureum ti wengi tadi, teuing, nuhun sateuacana",Internet Mati (LOS)
P-740,"Halo min, bade ganti password wifi kusabab loba anu konek teu wios, euy, tolong dibantu ya",Ganti Password
P-153,"Min, internet di rumah abdi mati total ti tadi enjing, pisan, mohon bantuannya",Internet Mati (LOS)
P-907,"Sim kuring bade tumaros, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, tolong dicek ya",Internet Mati (LOS)
P-061,"Ok, Eror keneh wae pak",Router Error
P-142,"Min, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, pisan, hapunten ganggu",Internet Mati (LOS)
P-410,min internet terisolir ya gara2 telat bayar tagihan? tlong cek no pelanggan sy,Belum Bayar Tagihan
P-535,"Min, lampu indikator router beureum tapi kabel na sae wae, yeuh, tolong dibantu ya",Router Error
P-328,"Punten, wifi lemot pisan ti tadi enjing, susah dianggo streaming, geuning, tolong dicek ya",Wifi Lemot
P-681,"A tolong ganti password wifi, udah lemot gara gara banyak yang tau. mohon bantuannya,",Ganti Password
P-639,"Punten min, ada gangguan fiber optik pusat ya? tolong ya,",Gangguan Pusat
P-179,"Wilujeng sonten, wifi lemot pisan ti tadi enjing, susah dianggo streaming, punten pisan",Wifi Lemot
P-462," euy. punten a, router di rumah bermasalah lampu wlan ga nyala.",Router Error
P-586,"Hapunten, aya tihang kabel ambruk, jaringan sadayana kapangaruhan, pisan, punten pisan",Gangguan Pusat
P-005,Ntos A tapi masih teu ayaan keneh,Router Error
P-173,"Kumaha carana nya, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, geuning, tolong dicek ya",Internet Mati (LOS)
P-037,Wifi nya dong.ngk ada internet nya ini🙏🏻,Internet Mati (LOS)
P-493,Min ini router merk ini emang sering error ya? Tolong ganti.,Router Error
P-099,"Kak, internet di rumah abdi mati total ti tadi enjing, teuing, nuhun pisan",Internet Mati (LOS)
P-812," min, punten min, wifi lemot pisan buat download aja ga jalan.",Wifi Lemot
P-312,"Wilujeng sonten, koneksi lambat pisan, buka youtube kudu nunggu lila, yeuh, nuhun sateuacana",Wifi Lemot
P-440,"Hapunten, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, yeuh, tolong dicek ya",Belum Bayar Tagihan
P-594," tolong ya, min info perbaikan pusat dong, wifi mati dari tadi.",Gangguan Pusat
P-830," kak, punten min, wifi di rumah ngelag banget buat main ml.",Wifi Lemot
P-016,"Gk tau atuh
Anu d winda anu d luar na hurung",Router Error
P-018,"Selamat pagi min, internet ngadat-ngadat terus ti tadi siang, hese pisan, nuhun sateuacana",Wifi Lemot
P-253,"Punten, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, atuh, mohon bantuannya",Ganti Password
P-945,"Punten, jaringan hilang total, tos ti tadi isuk teu acan uih deui, euy, tolong dicek ya",Internet Mati (LOS)
P-693,"Selamat pagi min, hoyong ganti nami sareng sandi wifi bumi, euy, tolong dibantu ya",Ganti Password
P-093,"Hapunten, koneksi lelet euy, buka WA wae hese pisan, yeuh, tolong dibantu ya",Wifi Lemot
P-110,"Permisi min, sinyal wifi ical sadayana ti tadi sonten, atuh, nuhun pisan",Internet Mati (LOS)
P-912,"Punten min, internet mati lampu indikator merah (LOS) a. nuhun.",Internet Mati (LOS)
P-204,"Halo min, wifi lemot pisan ti tadi enjing, susah dianggo streaming, yeuh, nuhun sateuacana",Wifi Lemot
P-763,"Kak, wifi kacida na lemot na, streaming putus-putus wae, tolong secepatnya ya",Wifi Lemot
P-282,"Kak, router sok mati sorangan ti tadi enjing, teu apal kunaon, teuing, mohon bantuannya",Router Error
P-494,"Punten min, settingan router berubah sendiri jadi ga bisa konek. a,",Router Error
P-054,Mau cek mbanking susah,Router Error
P-422,"Min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, teuing, punten pisan",Belum Bayar Tagihan
P-033,"Selamat pagi min, internet di rumah abdi mati total ti tadi enjing, geuning, ditunggu kabarnya",Internet Mati (LOS)
P-885,"A tolong cek kabel di luar, kayaknya putus, lampu modem merah. tolong ya,",Gangguan Pusat
P-837," nuhun. punten min, wifi lemot pisan buat download aja ga jalan.",Wifi Lemot
P-791,"Sim kuring bade tumaros, kacepetan wifi turun drastis ti kamari sonten, yeuh, tolong secepatnya ya",Wifi Lemot
P-347,"Hapunten, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, atuh, hatur nuhun",Belum Bayar Tagihan
P-850,"Wilujeng sonten, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, weh, punten pisan",Gangguan Pusat
P-705,"A tolong ganti password wifi saya biar lebih aman. min,",Ganti Password
P-018,"Permisi min, koneksi lambat pisan, buka youtube kudu nunggu lila, weh, nuhun sateuacana",Wifi Lemot
P-445,"Min, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, nuhun sateuacana",Belum Bayar Tagihan
P-347,"Halo min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, teuing, nuhun sateuacana",Belum Bayar Tagihan
P-186,"Punten, router panas pisan, sinyal wifi jadi kaganggu, atuh, ditunggu kabarnya",Router Error
P-938,"Punten min, wifi di rumah mati total lampu modem merah nih. kak,",Internet Mati (LOS)
P-068,Iyah KA makasih.  Batas hp kata yah kan 6 yah 4 kadang ga bisa KA mohon batuan yah KA atas nama abdilah. Sesuai batas hp  kan mau lebaran Kak Aya ini bisa yg satu hp ga bisa,Gangguan Pusat
P-644,"Punten, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, geuning, nuhun pisan",Gangguan Pusat
P-410,"Mohon maaf min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, euy, mohon bantuannya",Belum Bayar Tagihan
P-351,"Kumaha carana nya, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, teuing, tolong dibantu ya",Belum Bayar Tagihan
P-740,"Wilujeng enjing, hatur nuhun upami dibantos ganti sandi wifi ayeuna, atuh, hapunten ganggu",Ganti Password
P-005,Hatur nuhun a atos sae deui🙏🏻hapunten abdi ngawagel,Router Error
P-301,"Mohon maaf min, punten bade robih password wifi, tiasa dibantos teu, atuh, tolong dicek ya",Ganti Password
P-567,"Permisi min, kacida na gangguan na, jaringan mati ti tadi enjing sakomplek, teuing, tolong dibantu ya",Gangguan Pusat
P-915,"Wilujeng enjing, lampu LOS di modem hurung beureum ti wengi tadi, weh, tolong secepatnya ya",Internet Mati (LOS)
P-696,"Halo min, hatur nuhun upami dibantos ganti sandi wifi ayeuna, euy, nuhun pisan",Ganti Password
P-033,Assalamu'alaikum a punten ini sinyal Wifi knp ko jelek ya lgi ada gangguan kah,Internet Mati (LOS)
P-320,"Wilujeng sonten, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, weh, tolong dicek ya",Ganti Password
P-029,Punten waifi t subuh jore deui,Router Error
P-467," tlong. a router bermasalah, sinyal wifinya ga nyampe kamar.",Router Error
P-237,"Kak, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, yeuh, hatur nuhun",Ganti Password
P-043,Atos hatur nuhun🙏,Ganti Password
P-414,"Halo min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, weh, nuhun sateuacana",Belum Bayar Tagihan
P-050,"Min, wifi lemot pisan ti tadi enjing, susah dianggo streaming, atuh, tolong dibantu ya",Wifi Lemot
P-405,"Nuhun sateuacana, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, atuh, tolong dibantu ya",Belum Bayar Tagihan
P-054,"Pak,wifi nya gangguan melulu,Masya Allah menguras emosi pagi pagi mau cek mbangking",Gangguan Pusat
P-145,"Hapunten, koneksi lelet euy, buka WA wae hese pisan, yeuh, hapunten ganggu",Wifi Lemot
P-154,"Sim kuring bade tumaros, internet mati total sakomplek, lampu indikator beureum sadayana, weh, makasih sebelumnya",Internet Mati (LOS)
P-045,"Untuk bulan mei kecepatan mbps nya di kurangi ya min soal nya drumah hanya ada 2 orang yg pke,jdi saya pilih pket perbulan yg 150 ya",Internet Mati (LOS)
P-624,"Permisi min, sadayana tatangga oge ngaluhkeun wifi na mati, sigana keur gangguan, teuing, hatur nuhun",Gangguan Pusat
P-366,"Kumaha carana nya, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, ditunggu kabarnya",Belum Bayar Tagihan
P-892,"Min kabel fiber optik putus nih, lampu LOS merah terus a. tolong ya,",Gangguan Pusat
P-103,"Kumaha carana nya, lampu LOS di modem hurung beureum ti wengi tadi, atuh, ditunggu kabarnya",Internet Mati (LOS)
P-061,"Halo min, router abdi mati sorangan, teu acan hurung deui ti tadi, punten pisan",Router Error
P-181,"Punten, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, euy, makasih sebelumnya",Ganti Password
P-194,"Halo min, jaringan hilang total, tos ti tadi isuk teu acan uih deui, weh, mohon bantuannya",Internet Mati (LOS)
P-374,"siang kak, wifi mati nih, kayanya belum bayar tagihan. no pelanggan 182729",Belum Bayar Tagihan
P-383,"Kumaha carana nya, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, tolong dicek ya",Belum Bayar Tagihan
P-496," min, a tolong cek router, kayaknya ada yang konslet di dalem.",Router Error
P-374,"Selamat pagi min, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, tolong dicek ya",Belum Bayar Tagihan
P-448,"Min wifi mati total, router kayaknya error sistem. tlong.",Router Error
P-412,"Permisi min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, teuing, hapunten ganggu",Belum Bayar Tagihan
P-208,"Punten, punten bade robih password wifi, tiasa dibantos teu, geuning, hapunten ganggu",Ganti Password
P-724,"Kumaha carana nya, hoyong ganti nami sareng sandi wifi bumi, yeuh, tolong secepatnya ya",Ganti Password
P-346,"Permisi min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, teuing, ditunggu kabarnya",Belum Bayar Tagihan
P-435,"Mohon maaf min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, yeuh, makasih sebelumnya",Belum Bayar Tagihan
P-151,"Hapunten, internet lemot teuing, main game jadi lag terus, atuh, hapunten ganggu",Wifi Lemot
P-918,"Selamat pagi min, jaringan hilang total, tos ti tadi isuk teu acan uih deui, euy, tolong dibantu ya",Internet Mati (LOS)
P-817,"Mohon maaf min, kacepetan wifi turun drastis ti kamari sonten, yeuh, tolong secepatnya ya",Wifi Lemot
P-064,"Mangga, hoyong ganti nami sareng sandi wifi bumi, tolong secepatnya ya",Ganti Password
P-278,"Nuhun sateuacana, kacepetan wifi turun drastis ti kamari sonten, euy, makasih sebelumnya",Wifi Lemot
P-366,"Min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, teuing, hatur nuhun",Belum Bayar Tagihan
P-787,"A tolong cek jaringan pusat, wifi di rumah lemot banget.",Wifi Lemot
P-823,"Min, wifi kacida na lemot na, streaming putus-putus wae, weh, hapunten ganggu",Wifi Lemot
P-910," min, punten min, wifi di rumah mati total lampu modem merah nih.",Internet Mati (LOS)
P-369,"Mohon maaf min, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, ditunggu kabarnya",Belum Bayar Tagihan
P-005,Kabel internet atau kabel power nya A?,Router Error
P-701," punten min, mau ganti sandi wifi biar lebih cepet internetnya.",Ganti Password
P-417,"Halo min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, yeuh, nuhun sateuacana",Belum Bayar Tagihan
P-861,"A tolong cek kabel kayaknya putus, lampu modem merah (LOS). mohon bantuannya,",Gangguan Pusat
P-067,"Maaf Pak,, kumaha wifi teh.. Lampu normal tp tetep koneksi terbatas,, untuk wilayah cibungur sadayana kitu..!!",Router Error
P-424,"Kumaha carana nya, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, pisan, tolong dibantu ya",Belum Bayar Tagihan
P-709,"Punten min, cara ganti password wifi indihome gimana? nuhun.",Ganti Password
P-152,"Permisi min, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, weh, hatur nuhun",Internet Mati (LOS)
P-909," mohon bantuannya, min lampu los merah kedip kedip dari tadi malem.",Internet Mati (LOS)
P-590," tlong. min info perbaikan pusat dong, wifi mati dari tadi.",Gangguan Pusat
P-352,"A internet mati, can bayar tagihan nya?",Belum Bayar Tagihan
P-339,"Nuhun sateuacana, wifi mati babarengan sakomplek, sigana aya gangguan di jaringan pusat, weh, hapunten ganggu",Gangguan Pusat
P-413,"A tulung cek wifi mati, bilih teu acan bayar tagihan bulanan abdi teh",Belum Bayar Tagihan
P-688,"A mau ganti password wifi, ada yang numpang pake terus. tlong.",Ganti Password
P-022,"Permisi min, sinyal wifi ical sadayana ti tadi sonten, pisan, tolong dicek ya",Internet Mati (LOS)
P-043,"Min, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, yeuh, hatur nuhun",Ganti Password
P-439,"Kumaha carana nya, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, weh, punten pisan",Belum Bayar Tagihan
P-243,"Hapunten, bade ganti password wifi kusabab loba anu konek teu wios, geuning, tolong dicek ya",Ganti Password
P-639,"Wilujeng enjing, server pusat sigana nuju perbaikan, wifi sadayana pareum, teuing, nuhun pisan",Gangguan Pusat
P-009,Tapi lampu indikator normal sadayana gangguan naon punteun,Gangguan Pusat
P-806,"Min kenapa wifi saya lemot banget ya padahal baru bayar? min,",Wifi Lemot
P-404,"kak internet di rumah mati, kyknya blm bayar tagihan minggu lalu, tlong di cek",Belum Bayar Tagihan
P-790,"Mohon maaf min, kacepetan wifi turun drastis ti kamari sonten, yeuh, mohon bantuannya",Wifi Lemot
P-423,"Mohon maaf min, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, nuhun pisan",Belum Bayar Tagihan
P-275,"Punten, router panas pisan, sinyal wifi jadi kaganggu, yeuh, makasih sebelumnya",Router Error
P-284,Punten a ini server lagi down apa gimana ya ga bisa dipake pisan,Gangguan Pusat
P-382,"min wifi saya mati, apa kena isolir karena nunggak bayar?",Belum Bayar Tagihan
P-039,Ouh sekarang ge jlk,Gangguan Pusat
P-908," euy. punten min, wifi mati total, lampu pon merah kedip kedip.",Internet Mati (LOS)
P-553,"Halo min, jaringan sakomplek katingalna keur aya gangguan pusat, teuing, tolong dibantu ya",Gangguan Pusat
P-449,"Min cek jaringan, router di rumah error lampu merahnya kedip cepet. kak,",Router Error
P-433,"Halo min, punten upami tos dibayar ayeuna, iraha deui hurungna, pisan, mohon bantuannya",Belum Bayar Tagihan
P-406,"Kak, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, pisan, hatur nuhun",Belum Bayar Tagihan
P-030,muhun ti wengi .,Router Error
P-838,"Permisi min, kacepetan wifi turun drastis ti kamari sonten, yeuh, ditunggu kabarnya",Wifi Lemot
P-640,"Kumaha carana nya, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, atuh, ditunggu kabarnya",Gangguan Pusat
P-352,"Mohon maaf min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, atuh, ditunggu kabarnya",Belum Bayar Tagihan
P-737,"Kumaha carana nya, hoyong ganti nami sareng sandi wifi bumi, euy, nuhun sateuacana",Ganti Password
P-904," tlong. min lampu los merah terus dari tadi pagi, kenapa ya?",Internet Mati (LOS)
P-589,"A server lagi down ya? Dari tadi pagi ga bisa konek. min,",Gangguan Pusat
P-004,"asalamualaikum, a INII Wifi-nya lagi jlk yaa?? apa ada masalah dengan Wifi-nya",Wifi Lemot
P-401,"Sim kuring bade tumaros, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, nuhun sateuacana",Belum Bayar Tagihan
P-468,"A router di rumah tiba tiba mati total lampu powernya ga nyala. a,",Router Error
P-333,"Min di grup warga pada bilang wifi mati, emang gangguan pusat? tolong dicek ya a",Gangguan Pusat
P-944," tlong. punten min, wifi mati total lampu pon merah kedip.",Internet Mati (LOS)
P-713," min mau ganti password wifi saya a, mohon bantuannya.",Ganti Password
P-697,"Nuhun sateuacana, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, pisan, ditunggu kabarnya",Ganti Password
P-201,"Wilujeng enjing, lampu router kedap-kedip teu wajar ti tadi wengi, pisan, hapunten ganggu",Router Error
P-901," mohon bantuannya, min kabel fiber optik putus nih, lampu los merah terus a.",Gangguan Pusat
P-004,"Wilujeng enjing, wifi na lemot pisan dianggo kerja ti bumi, atuh, nuhun sateuacana",Wifi Lemot
P-748,"Halo min, koneksi lambat pisan, buka youtube kudu nunggu lila, geuning, tolong dicek ya",Wifi Lemot
P-269,"Hapunten, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, euy, mohon bantuannya",Internet Mati (LOS)
P-793," punten min, wifi lemot pisan buat download aja ga jalan.",Wifi Lemot
P-054,"Pak,ini sampai kapan mau error",Gangguan Pusat
P-059,Ini wifi kenapa ya pa gk ada internet terus,Gangguan Pusat
P-360,"Permisi min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, atuh, hapunten ganggu",Belum Bayar Tagihan
P-587,"A naha internet down kieu? Info gangguan pusat a. mohon bantuannya,",Gangguan Pusat
P-880,"A tolong cek kabel, internet mati lampu indikator merah. tlong.",Internet Mati (LOS)
P-654,"Min, hoyong ganti nami sareng sandi wifi bumi, euy, mohon bantuannya",Ganti Password
P-909,"Halo min, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, teuing, tolong dibantu ya",Internet Mati (LOS)
P-338,"Selamat pagi min, internet ngadat-ngadat terus ti tadi siang, hese pisan, teuing, tolong secepatnya ya",Wifi Lemot
P-929,"Selamat pagi min, kawentar aya perbaikan jaringan pusat ti isuk kénéh, pisan, mohon bantuannya",Gangguan Pusat
P-418,"Kak, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, geuning, tolong dicek ya",Belum Bayar Tagihan
P-404,"Halo min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, teuing, ditunggu kabarnya",Belum Bayar Tagihan
P-719,"Selamat pagi min, bade ganti password wifi kusabab loba anu konek teu wios, pisan, nuhun sateuacana",Ganti Password
P-571," euy. min wifi se-rw mati semua, tolong dicek gangguan pusat bukan.",Gangguan Pusat
P-418,"Wilujeng sonten, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, teuing, nuhun sateuacana",Belum Bayar Tagihan
P-764," tolong ya, a naha wifi lemot kieu? padahal deket router.",Wifi Lemot
P-927,"Min, wifi mati babarengan sakomplek, sigana aya gangguan di jaringan pusat, euy, tolong dicek ya",Gangguan Pusat
P-450," router bermasalah nih a, tombol powernya macet.",Router Error
P-003,iye wifi di Imah urang kunaon eweh jaringan internetan,Internet Mati (LOS)
P-870,"A tolong kirim teknisi, lampu indikator merah (LOS) nyala. mohon bantuannya,",Internet Mati (LOS)
P-507,"Min, tolong cek router saya, kayaknya kena petir semalam. euy.",Router Error
P-427,"min internet putus nih, apa krn belom bayar tagihan bulan ini ya kak?",Belum Bayar Tagihan
P-790,"Nuhun sateuacana, wifi kacida na lemot na, streaming putus-putus wae, geuning, tolong dibantu ya",Wifi Lemot
P-413,"Sim kuring bade tumaros, punten upami tos dibayar ayeuna, iraha deui hurungna, weh, tolong secepatnya ya",Belum Bayar Tagihan
P-387,"Wilujeng enjing, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, atuh, ditunggu kabarnya",Belum Bayar Tagihan
P-349,"Hapunten, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, weh, nuhun sateuacana",Belum Bayar Tagihan
P-628,"Min wifi mati total, kata tetangga lagi gangguan pusat. a,",Gangguan Pusat
P-702," nuhun. punten min, minta tolong ubah nama wifi saya.",Ganti Password
P-352,"Selamat pagi min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, pisan, nuhun pisan",Belum Bayar Tagihan
P-472,"Punten a, router di ruang tamu mati total. mohon bantuannya,",Router Error
P-368,"Selamat pagi min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, geuning, nuhun pisan",Belum Bayar Tagihan
P-353,"Wilujeng sonten, punten upami tos dibayar ayeuna, iraha deui hurungna, yeuh, ditunggu kabarnya",Belum Bayar Tagihan
P-427,"Mangga, punten upami tos dibayar ayeuna, iraha deui hurungna, pisan, makasih sebelumnya",Belum Bayar Tagihan
P-163,"Kak, wifi teu tiasa dianggo sama sakali ti isuk kénéh, teuing, tolong secepatnya ya",Internet Mati (LOS)
P-457," tolong ya, punten min, router error pas dipake main game tiba tiba mati.",Router Error
P-518,"Min cek jaringan, router di rumah error lampu merahnya kedip cepet.",Router Error
P-378,"Punten, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, teuing, nuhun sateuacana",Belum Bayar Tagihan
P-240,"Sim kuring bade tumaros, koneksi lelet euy, buka WA wae hese pisan, mohon bantuannya",Wifi Lemot
P-287,"Mangga, lampu indikator router beureum tapi kabel na sae wae, euy, ditunggu kabarnya",Router Error
P-323,"Halo min, router abdi mati sorangan, teu acan hurung deui ti tadi, teuing, nuhun pisan",Router Error
P-402,"Kumaha carana nya, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, nuhun pisan",Belum Bayar Tagihan
P-012,"Wilujeng enjing, hoyong ganti nami sareng sandi wifi bumi, yeuh, tolong dicek ya",Ganti Password
P-433,"Kak, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, atuh, hapunten ganggu",Belum Bayar Tagihan
P-350,"Punten, punten upami tos dibayar ayeuna, iraha deui hurungna, weh, nuhun pisan",Belum Bayar Tagihan
P-379,"Wilujeng sonten, punten upami tos dibayar ayeuna, iraha deui hurungna, yeuh, nuhun pisan",Belum Bayar Tagihan
P-138,"Sim kuring bade tumaros, internet lemot teuing, main game jadi lag terus, teuing, tolong dicek ya",Wifi Lemot
P-454,"Min cek jaringan, router di rumah error lampu merahnya kedip cepet. nuhun.",Router Error
P-035,Eh ntar aja katanya seminggu lgi,Ganti Password
P-040,Kang  anu atas nama {Nama Pelanggan} mati,Router Error
P-490," tlong. min cek modem rumah saya, kayaknya error sistem.",Router Error
P-063,Pak wifi teh NU KA rumah abdi hungkul parem kos kieu Kanu sanes mah normal Ning ku naon nya,Router Error
P-675," mohon bantuannya, punten min, gantiin sandi wifi dong a, nuhun.",Ganti Password
P-362,"Selamat pagi min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, euy, punten pisan",Belum Bayar Tagihan
P-043,"Mangga, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, teuing, tolong dicek ya",Ganti Password
P-005,"Asalamualaikum 
A mau jam berapa ganti router wifi the",Router Error
P-237,"Hapunten, punten bade robih password wifi, tiasa dibantos teu, pisan, tolong dibantu ya",Ganti Password
P-018,bisa di cabut colok dulu adaftornya,Router Error
P-717,"Sim kuring bade tumaros, hoyong ganti nami sareng sandi wifi bumi, yeuh, nuhun sateuacana",Ganti Password
P-523,"Punten, lampu indikator router beureum tapi kabel na sae wae, atuh, tolong secepatnya ya",Router Error
P-382,"Punten, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, teuing, punten pisan",Belum Bayar Tagihan
P-628,"Hapunten, kawentar aya perbaikan jaringan pusat ti isuk kénéh, tolong secepatnya ya",Gangguan Pusat
P-853,"A tolong cek kabel, internet mati lampu indikator merah ya a. kak,",Internet Mati (LOS)
P-064,"Wilujeng enjing, hoyong ganti nami sareng sandi wifi bumi, weh, punten pisan",Ganti Password
P-054,Pak gimana nih wifi nya,Router Error
P-360,"Kak, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, teuing, hapunten ganggu",Belum Bayar Tagihan
P-057,"Nuhun sateuacana, router sok mati sorangan ti tadi enjing, teu apal kunaon, yeuh, nuhun pisan",Router Error
P-773," kak, min kenapa ya wifi saya lemot banget dari semalem?",Wifi Lemot
P-801,"A naha wifi lemot kieu? Tolong dibantu cek a. mohon bantuannya,",Wifi Lemot
P-137,"Permisi min, hoyong ganti nami sareng sandi wifi bumi, geuning, ditunggu kabarnya",Ganti Password
P-003,"Wilujeng sonten, internet di rumah abdi mati total ti tadi enjing, makasih sebelumnya",Internet Mati (LOS)
P-579,"Punten min, server lagi maintenance ya? Wifi mati total.",Gangguan Pusat
P-136,"Mohon maaf min, koneksi lambat pisan, buka youtube kudu nunggu lila, atuh, tolong secepatnya ya",Wifi Lemot
P-780,"A internet lemot banget euy, tolong direset dari pusat. tlong.",Wifi Lemot
P-584,"Min wifi se-RW mati semua, tolong dicek gangguan pusat bukan. min,",Gangguan Pusat
P-041,Aa Ning wife teh kewarung mah jelek,Wifi Lemot
P-372,"Nuhun sateuacana, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, pisan, tolong secepatnya ya",Belum Bayar Tagihan
P-203,"Nuhun sateuacana, hoyong ganti nami sareng sandi wifi bumi, euy, punten pisan",Ganti Password
P-081,"Mangga, bade ganti password wifi kusabab loba anu konek teu wios, euy, nuhun pisan",Ganti Password
P-451,"Punten, router abdi mati sorangan, teu acan hurung deui ti tadi, pisan, punten pisan",Router Error
P-229,"Hapunten, router sok mati sorangan ti tadi enjing, teu apal kunaon, geuning, nuhun pisan",Router Error
P-820,"Kak, internet lemot teuing, main game jadi lag terus, teuing, makasih sebelumnya",Wifi Lemot
P-534,"A naha router di imah teh error wae, capek restartna. a,",Router Error
P-492," euy. router error mas, lampu pon nyala merah tapi bukan kabel putus.",Router Error
P-856,"Min kabel fiber optik putus euy, lampu LOS merah terus. kak,",Gangguan Pusat
P-179,"Nuhun sateuacana, koneksi lelet euy, buka WA wae hese pisan, euy, ditunggu kabarnya",Wifi Lemot
P-593," tolong ya, min wifi mati total, kata tetangga lagi gangguan pusat.",Gangguan Pusat
P-004,knpa yaa INII ko matii?? yang lainn maa pada nyala,Router Error
P-313,"Nuhun sateuacana, bade ganti password wifi kusabab loba anu konek teu wios, makasih sebelumnya",Ganti Password
P-231,"Punten, hatur nuhun upami dibantos ganti sandi wifi ayeuna, atuh, tolong secepatnya ya",Ganti Password
P-839,"Selamat pagi min, wifi kacida na lemot na, streaming putus-putus wae, teuing, makasih sebelumnya",Wifi Lemot
